;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
aegon;0;0;0;0;20;1;2;0;0;0;0;0;3;0;0;1;0;4;6;0;0;0;0;0;0;2;0;0;2;0;0;0;14;4;0;0;0;1;0;0;0;0;0;6;0
targaryen;0;1;0;0;22;4;1;0;0;0;0;0;1;0;4;6;0;1;5;0;0;0;0;0;1;2;0;0;0;0;0;4;21;5;0;1;0;3;2;0;0;0;0;4;1
aemon;0;0;0;0;35;1;0;0;0;0;0;0;0;0;4;2;0;0;7;0;0;1;0;0;0;0;0;0;0;2;0;0;16;3;0;0;0;0;0;0;0;0;0;18;1
frey;0;0;0;0;18;17;5;1;0;0;0;0;1;0;25;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;27;4;5;0;0;0;4;0;0;0;0;16;0
greyjoy;0;0;0;0;25;1;3;0;0;0;0;0;0;0;17;5;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9;9;1;0;0;0;0;0;0;0;0;10;0
aerys;0;0;0;0;9;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;5;0;0;2;0;0;0;0;0;0;27;0
alester;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0
alliser;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;1;0;0;0;0;0;2;0
thorne;0;0;0;0;9;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;2;0
arya;0;0;0;0;146;21;54;0;0;0;0;0;8;0;55;32;0;3;0;0;0;0;0;0;0;14;0;5;0;20;0;23;128;14;2;0;0;3;2;0;0;0;0;68;27
asha;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
azor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;1;0;0;0;0;0;0;0
ahai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3;0;0;2;0;0;0;0;0;0;0
baelor;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;13;6;0;0;0;0;0;0;0;0;0;5;2
balon;0;0;0;0;12;3;0;1;0;0;0;0;1;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;9;0;0;0;1;0;0;0;0;0;23;0
barristan;0;0;0;0;10;5;6;0;0;0;0;0;4;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;7;0;0;0;0;1;0;0;0;0;44;3
selmy;0;0;0;0;5;3;1;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;22;0
stark;0;0;0;0;77;20;15;1;0;0;0;0;4;0;56;16;1;1;0;0;0;0;0;0;0;1;0;1;0;2;0;1;36;15;2;0;0;0;2;0;0;0;0;60;1
benjen;0;0;0;0;27;3;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
hornwood;0;0;0;0;2;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;5;1
beric;0;0;0;0;14;0;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;4;27;2;2;0;0;1;1;1;0;0;0;2;5
dondarrion;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;9;0;0;0;0;1;0;0;0;0;0;0;1
brandon;0;0;0;0;10;4;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;0;1;1;0;0;0;0;0;9;0
bran;0;0;0;0;136;21;16;0;0;0;0;0;1;0;81;44;0;0;0;0;0;0;0;0;0;5;0;1;0;4;0;1;51;17;0;3;0;0;3;0;0;0;0;97;6
bronn;0;0;0;0;24;2;4;0;0;0;0;0;4;0;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;22;1;0;0;0;0;0;0;0;0;0;10;2
brienne;0;0;0;1;24;17;30;0;0;0;0;0;2;0;20;16;0;0;0;0;0;0;0;0;0;5;0;1;0;7;0;0;50;9;0;2;1;0;3;0;0;0;0;13;11
cersei;0;0;0;1;58;11;21;1;0;1;0;0;12;2;13;29;0;5;3;1;1;0;0;0;2;2;0;0;0;9;0;5;53;25;0;0;0;1;4;0;0;1;0;66;4
cleon;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
craster;0;0;0;0;12;0;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;5;1
daario;0;0;0;0;6;8;11;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;12;3;6;0;0;0;0;0;0;0;0;0;5;2
naharis;0;0;0;0;1;4;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;1;3;0;0;0;0;0;0;0;0;0;3;2
daenerys;0;1;1;0;12;6;5;0;0;0;0;1;1;0;7;5;1;1;3;0;1;0;0;0;3;4;0;0;1;2;0;7;16;2;0;0;0;1;1;0;0;0;1;9;6
dorea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
doreah;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0
drogo;0;0;0;0;23;3;4;0;0;1;0;0;0;0;2;5;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;19;12;0;0;0;0;0;0;0;0;0;12;1
karstark;0;0;0;0;11;1;0;0;0;0;0;0;1;0;7;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0;0;0;11;0
eddard;1;0;0;0;27;3;3;1;0;0;0;0;2;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;0;0;0;0;0;0;0;0;0;13;0
winterfell;1;0;0;0;58;9;7;0;0;0;0;0;1;0;45;12;1;0;0;0;0;0;0;0;0;1;0;0;0;5;0;1;40;14;0;0;0;1;2;0;0;0;0;63;2
elia;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
martell;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9;1;0;0;0;1;0;0;0;0;0;5;2
tyrell;0;0;0;0;14;9;4;1;0;0;0;0;2;2;2;13;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;1;31;21;1;0;0;1;1;0;0;0;0;19;3
gregor;0;0;0;0;13;1;2;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;25;5;1;0;0;0;0;0;0;0;0;4;4
clegane;0;0;0;0;20;3;2;0;0;0;0;0;4;0;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;31;2;1;0;0;0;0;0;0;0;0;14;4
hodor;0;0;0;0;39;1;9;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;35;13;0;1;0;0;0;0;0;0;0;39;3
hoster;0;0;0;0;3;2;2;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;11;0
tully;0;0;0;0;12;11;3;0;0;0;0;0;3;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19;0;0;0;0;0;1;0;0;0;0;8;1
jaime;0;0;0;0;69;12;37;0;0;0;0;0;20;5;27;39;2;0;1;2;0;0;0;0;0;4;0;2;0;13;1;7;100;29;2;0;2;0;5;0;0;0;0;110;10
joffrey;0;0;0;0;35;11;6;1;0;0;0;0;12;1;6;16;0;3;0;0;1;0;0;0;0;2;0;0;0;1;1;3;40;6;3;0;0;2;2;0;0;1;0;34;2
jorah;0;0;0;0;35;13;7;0;0;0;0;0;1;0;15;13;2;1;4;0;1;0;0;0;0;5;0;0;2;1;1;0;27;7;0;0;0;7;0;0;0;0;0;12;11
mormont;0;0;0;0;54;6;7;0;0;0;0;0;0;0;14;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;14;5;0;0;0;1;1;0;0;0;0;11;4
jorgen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jory;0;0;0;0;4;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;4;1
cassel;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0
kevan;0;0;0;0;8;5;2;0;0;0;0;0;7;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;9;0;0;0;1;0;0;0;0;0;16;5
mace;0;0;0;0;5;2;2;0;0;0;0;0;0;0;3;4;0;1;0;0;0;0;0;0;0;2;0;0;0;3;0;0;20;4;1;0;0;1;0;0;0;0;0;10;2
melisandre;0;0;0;0;32;1;2;0;0;0;0;0;0;0;6;4;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;70;11;15;0;0;2;0;0;0;0;0;9;3
olene;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
petyr;0;0;0;0;21;10;3;0;0;0;0;0;0;0;13;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;2;5;5;1;0;0;0;1;0;0;0;0;10;1
baelish;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;5;0
rhaegar;0;0;0;0;15;1;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;5;14;0;0;0;0;1;2;0;0;0;0;10;0
rickard;0;0;0;0;3;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0
rickon;0;0;0;0;18;2;0;0;0;0;0;0;0;0;21;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;8;2
robb;0;0;0;0;56;10;7;0;0;0;0;0;1;0;96;25;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;44;7;2;0;0;0;0;0;0;0;0;46;3
catelyn;0;0;0;0;59;19;24;0;0;1;0;0;3;0;65;31;3;0;1;0;0;0;0;0;0;8;0;0;0;5;0;0;56;23;1;0;0;2;2;0;0;0;2;51;7
arryn;0;0;0;0;8;6;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;5;0;0;0;0;0;0;0;0;0;12;1
robert;0;0;0;0;37;12;6;0;0;0;0;0;2;0;11;6;0;1;2;1;0;0;0;0;1;2;0;3;0;2;0;0;53;9;1;0;1;0;1;0;0;0;0;32;1
samwell;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;3;0
tarly;0;0;0;0;22;2;1;0;0;0;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;14;4;2;2;0;0;0;0;0;0;0;7;1
sandor;0;0;0;0;2;2;4;0;0;0;0;0;2;0;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12;1;1;0;0;0;0;0;0;0;0;8;0
sansa;0;1;0;0;62;29;24;3;0;0;0;0;11;0;28;29;1;5;1;0;0;0;0;0;1;12;0;0;2;7;1;12;61;30;1;0;0;0;7;0;0;0;0;72;10
shae;0;0;0;0;8;0;3;0;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;5;5;4;0;0;0;0;3;0;0;0;0;5;1
shagga;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0
stannis;0;0;0;0;98;16;6;1;0;0;0;0;3;0;26;23;0;0;0;0;0;0;0;0;0;12;0;2;0;5;0;2;128;15;6;0;0;1;0;0;0;0;0;58;15
baratheon;0;0;0;0;31;5;2;0;0;0;0;0;3;0;5;16;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;0;38;3;2;0;0;0;1;0;0;0;0;14;2
syrio;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;2;0
trystane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tyrion;2;2;0;0;166;23;43;0;0;0;0;0;24;3;43;64;0;1;5;2;0;1;0;1;1;10;1;0;0;22;2;36;142;45;2;0;1;4;3;0;0;0;1;114;34
tysha;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0
tytos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;1;3
tywin;0;0;0;0;19;3;1;0;0;0;0;0;18;0;9;25;0;0;1;0;0;0;0;0;0;2;0;1;0;2;0;4;43;24;6;0;0;1;1;0;0;0;0;23;3
lannister;1;0;0;0;67;10;10;0;0;0;0;0;56;1;19;34;1;0;3;0;0;0;0;0;0;4;0;2;0;5;0;8;63;29;4;0;0;1;2;0;0;0;0;60;16
varys;0;0;0;0;17;0;0;1;0;0;0;0;4;0;4;3;0;1;0;6;1;0;0;0;0;2;0;0;0;3;0;0;16;4;0;0;0;1;1;0;0;1;0;10;2
vickon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tyrell;0;0;0;0;14;9;4;1;0;0;0;0;2;2;2;13;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;1;31;21;1;0;0;1;1;0;0;0;0;19;3
viserys;0;0;0;1;9;2;1;0;0;0;0;0;0;0;1;4;1;3;4;1;5;0;0;0;0;0;0;0;0;0;0;1;9;2;0;0;0;2;2;0;0;0;1;5;0
walda;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;1;3
walder;0;0;0;0;37;10;1;1;0;0;0;0;0;0;23;7;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;25;2;1;2;0;0;0;0;0;0;0;14;2
ygritte;0;0;0;0;17;3;4;0;0;1;0;0;0;0;8;6;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;26;2;1;0;0;0;0;0;0;0;0;7;1
yoren;0;0;0;0;33;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;2;0;0;0;0;0;0;0;0;0;3;2
zhoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pycelle;0;0;0;0;18;3;0;0;0;0;0;0;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;13;7;0;0;0;0;0;0;0;0;0;18;2
davos;1;0;0;0;100;13;18;2;0;0;0;0;1;1;20;38;0;1;2;0;0;1;0;0;1;9;0;4;0;5;0;5;88;22;2;1;0;5;0;0;0;0;0;77;11
seaworth;0;0;0;0;6;1;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;13;0;2;0;0;1;0;0;0;0;0;5;1
margaery;0;0;0;0;9;2;15;0;0;0;0;0;2;0;1;8;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;1;8;18;0;0;0;0;3;0;0;0;0;15;1
